run_accession,bioproject_accession,biosample_accession,sample_accession,total_bases,total_spots,published,platform,instrument_model,library_strategy,library_source,organism,center_name,organization_name,institution,geo_loc_name,file_size_mb,source,published_dt,year,is_saudi_submitter,is_pathogen,is_wgs,is_genomic,is_complete_genome
SRR13975261,,SAMN18292419,SRS8471657,1144103142.0,3788421.0,2021-07-01 00:55:13,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites rus,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,558.1584091186523,NCBI,2021-07-01 00:55:13,2021,True,False,False,True,False
SRR13975260,,SAMN18292420,SRS8471646,1087504416.0,3601008.0,2021-07-01 00:55:13,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites annae,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,505.12129974365234,NCBI,2021-07-01 00:55:13,2021,True,False,False,True,False
SRR13975259,,SAMN18292421,SRS8471647,1066140634.0,3530267.0,2021-07-01 00:55:13,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites lutea,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,493.4119186401367,NCBI,2021-07-01 00:55:13,2021,True,False,False,True,False
SRR13975258,,SAMN18292422,SRS8471648,762703114.0,2525507.0,2021-07-01 00:55:13,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites annae,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,363.1362962722778,NCBI,2021-07-01 00:55:13,2021,True,False,False,True,False
SRR13975257,,SAMN18292423,SRS8471649,2366545990.0,7836245.0,2021-07-01 00:55:13,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites monticulosa,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,1087.268487930298,NCBI,2021-07-01 00:55:13,2021,True,False,False,True,False
SRR13975256,,SAMN18292424,SRS8471651,1499264202.0,4964451.0,2021-07-01 00:55:13,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites annae,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,707.1471910476685,NCBI,2021-07-01 00:55:13,2021,True,False,False,True,False
SRR13975255,,SAMN18292425,SRS8471652,1044389386.0,3458243.0,2021-07-01 00:55:13,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites annae,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,481.41943168640137,NCBI,2021-07-01 00:55:13,2021,True,False,False,True,False
SRR13975210,,SAMN18292382,SRS8471699,197864360.0,655180.0,2021-07-01 00:55:14,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites fontanesii,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,93.12915515899658,NCBI,2021-07-01 00:55:14,2021,True,False,False,True,False
SRR13975209,,SAMN18292383,SRS8471700,390686830.0,1293665.0,2021-07-01 00:55:14,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites somaliensis,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,190.31514644622803,NCBI,2021-07-01 00:55:14,2021,True,False,False,True,False
SRR13975208,,SAMN18292384,SRS8471701,507894540.0,1681770.0,2021-07-01 00:55:14,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites monticulosa,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,237.77241325378415,NCBI,2021-07-01 00:55:14,2021,True,False,False,True,False
SRR13975207,,SAMN18292385,SRS8471702,506216326.0,1676213.0,2021-07-01 00:55:14,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites lobata,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,237.1752347946167,NCBI,2021-07-01 00:55:14,2021,True,False,False,True,False
SRR13975206,,SAMN18292386,SRS8471703,597651356.0,1978978.0,2021-07-01 00:55:14,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites fontanesii,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,279.95385932922363,NCBI,2021-07-01 00:55:14,2021,True,False,False,True,False
SRR13975205,,SAMN18292387,SRS8471704,506452792.0,1676996.0,2021-07-01 00:55:14,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites lutea,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,232.16057777404785,NCBI,2021-07-01 00:55:14,2021,True,False,False,True,False
SRR13975172,,SAMN18292388,SRS8471737,989018592.0,3274896.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites farasani,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,452.75475311279297,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13975170,,SAMN18292389,SRS8471739,445472348.0,1475074.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites farasani,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,206.2041549682617,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13975169,,SAMN18292390,SRS8471740,662600684.0,2194042.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites monticulosa,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,308.91372776031494,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13975168,,SAMN18292391,SRS8471741,399709684.0,1323542.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites annae,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,183.03192901611328,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13975167,,SAMN18292392,SRS8471742,1047006216.0,3466908.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites fontanesii,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,512.1077146530151,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
DRR228801,PRJDB9762,SAMD00222839,DRS174907,685330516.0,73590.0,2021-03-15 01:38:05,PACBIO_SMRT,PacBio RS II,WGS,GENOMIC,Bacillus paralicheniformis,KAUST,KAUST,KAUST,Saudi Arabia:Red Sea,454.9027328491211,NCBI,2021-03-15 01:38:05,2021,True,False,True,True,True
SRR13975166,,SAMN18292393,SRS8471743,479738174.0,1588537.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites lutea,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,220.89012718200684,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13775218,PRJNA704507,SAMN18043409,SRS8312646,30513998.0,61376.0,2021-03-12 11:21:59,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,soil metagenome,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Saudi Arabia: Yenbo,12.594892501831056,NCBI,2021-03-12 11:21:59,2021,False,False,False,False,False
SRR13775220,PRJNA704507,SAMN18043407,SRS8312644,26092833.0,53290.0,2021-03-12 11:21:59,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,soil metagenome,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Saudi Arabia: Yenbo,14.677294731140137,NCBI,2021-03-12 11:21:59,2021,False,False,False,False,False
SRR13694703,,SAMN17883971,SRS8241949,17794337696.0,58921648.0,2025-02-11 00:02:49,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,5543.084908485413,NCBI,2025-02-11 00:02:49,2025,True,False,True,False,False
SRR13694702,,SAMN17883972,SRS8241950,15270282096.0,50563848.0,2025-02-11 00:02:50,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,4724.154172897339,NCBI,2025-02-11 00:02:50,2025,True,False,True,False,False
SRR13694701,,SAMN17883973,SRS8241951,15229224592.0,50427896.0,2025-02-11 00:02:48,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,4844.093825340271,NCBI,2025-02-11 00:02:48,2025,True,False,True,False,False
SRR13694700,,SAMN17883974,SRS8241952,18439310036.0,61057318.0,2025-02-11 00:02:50,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,5743.882774353027,NCBI,2025-02-11 00:02:50,2025,True,False,True,False,False
SRR13694699,,SAMN17883975,SRS8241953,15690698712.0,51955956.0,2025-02-11 00:02:49,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,5049.92141532898,NCBI,2025-02-11 00:02:49,2025,True,False,True,False,False
SRR13694698,,SAMN17883976,SRS8241954,18772494556.0,62160578.0,2025-02-11 00:02:51,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,5872.754592895508,NCBI,2025-02-11 00:02:51,2025,True,False,True,False,False
SRR13694697,,SAMN17883977,SRS8241955,22577961826.0,74761463.0,2025-02-11 00:02:49,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,6985.2369022369385,NCBI,2025-02-11 00:02:49,2025,True,False,True,False,False
SRR13694696,,SAMN17883951,SRS8241956,8722334706.0,28881903.0,2025-02-11 00:02:50,ILLUMINA,Illumina HiSeq 4000,WGS,METAGENOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,3357.91649723053,NCBI,2025-02-11 00:02:50,2025,True,False,True,False,False
SRR13694695,,SAMN17883978,SRS8241957,17106638698.0,56644499.0,2025-02-11 00:02:50,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,5367.71182346344,NCBI,2025-02-11 00:02:50,2025,True,False,True,False,False
SRR13694694,,SAMN17883979,SRS8241958,18519893904.0,61324152.0,2025-02-11 00:02:48,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,5777.004274368286,NCBI,2025-02-11 00:02:48,2025,True,False,True,False,False
SRR13694693,,SAMN17883980,SRS8241959,17584810700.0,58227850.0,2025-02-11 00:02:48,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,5429.507357597351,NCBI,2025-02-11 00:02:48,2025,True,False,True,False,False
SRR13694692,,SAMN17883981,SRS8241960,12169417972.0,40296086.0,2025-02-11 00:02:47,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,3794.975721359253,NCBI,2025-02-11 00:02:47,2025,True,False,True,False,False
SRR13694691,,SAMN17883982,SRS8241961,15592045580.0,51629290.0,2025-02-11 00:02:48,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,4850.1494140625,NCBI,2025-02-11 00:02:48,2025,True,False,True,False,False
SRR13694690,,SAMN17883983,SRS8241962,18756237292.0,62106746.0,2025-02-11 00:02:48,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,5765.292779922485,NCBI,2025-02-11 00:02:48,2025,True,False,True,False,False
SRR13694689,,SAMN17883984,SRS8241963,28530543094.0,94471997.0,2025-02-11 00:02:50,ILLUMINA,Illumina NovaSeq 6000,WGS,METATRANSCRIPTOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,8708.78173828125,NCBI,2025-02-11 00:02:50,2025,True,False,True,False,False
SRR13694688,,SAMN17883952,SRS8241964,9110238002.0,30166351.0,2025-02-11 00:02:46,ILLUMINA,Illumina HiSeq 4000,WGS,METAGENOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,3584.81505393982,NCBI,2025-02-11 00:02:46,2025,True,False,True,False,False
SRR13694687,,SAMN17883953,SRS8241965,8542000842.0,28284771.0,2025-02-11 00:02:47,ILLUMINA,Illumina HiSeq 4000,WGS,METAGENOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,3365.276996612549,NCBI,2025-02-11 00:02:47,2025,True,False,True,False,False
SRR13694686,,SAMN17883954,SRS8241966,8031464104.0,26594252.0,2025-02-11 00:02:47,ILLUMINA,Illumina HiSeq 4000,WGS,METAGENOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,3137.743570327759,NCBI,2025-02-11 00:02:47,2025,True,False,True,False,False
SRR13694685,,SAMN17883955,SRS8241967,9703523948.0,32130874.0,2025-02-11 00:02:47,ILLUMINA,Illumina HiSeq 4000,WGS,METAGENOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,3738.5073194503775,NCBI,2025-02-11 00:02:47,2025,True,False,True,False,False
SRR13694684,,SAMN17883956,SRS8241968,7555496400.0,25018200.0,2025-02-11 00:02:47,ILLUMINA,Illumina HiSeq 4000,WGS,METAGENOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,2960.320979118347,NCBI,2025-02-11 00:02:47,2025,True,False,True,False,False
SRR13694683,,SAMN17883957,SRS8241969,9974352716.0,33027658.0,2025-02-11 00:02:48,ILLUMINA,Illumina HiSeq 4000,WGS,METAGENOMIC,brine metagenome,KAUST,KAUST,KAUST,Saudi Arabia: Red Sea,3889.324790000916,NCBI,2025-02-11 00:02:48,2025,True,False,True,False,False
SRR13775222,PRJNA704507,SAMN18043405,SRS8312642,31528339.0,64470.0,2021-03-12 11:21:59,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,soil metagenome,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Saudi Arabia: Yenbo,17.789108276367188,NCBI,2021-03-12 11:21:59,2021,False,False,False,False,False
SRR13775221,PRJNA704507,SAMN18043406,SRS8312643,25716378.0,52637.0,2021-03-12 11:21:59,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,soil metagenome,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Saudi Arabia: Yenbo,14.544488906860352,NCBI,2021-03-12 11:21:59,2021,False,False,False,False,False
SRR13775219,PRJNA704507,SAMN18043408,SRS8312645,33441940.0,68365.0,2021-03-12 11:21:59,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,soil metagenome,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Saudi Arabia: Yenbo,18.88395500183105,NCBI,2021-03-12 11:21:59,2021,False,False,False,False,False
SRR13975165,,SAMN18292394,SRS8471744,244229514.0,808707.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites monticulosa,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,114.3332862854004,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13975164,,SAMN18292395,SRS8471745,289687460.0,959230.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites lutea,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,142.3208465576172,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13975163,,SAMN18292396,SRS8471746,347646696.0,1151148.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites lutea,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,159.55774688720703,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR14018905,,SAMN18389707,SRS8518410,42522270.0,70635.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,24.74458408355713,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018904,,SAMN18389708,SRS8518411,47461078.0,78839.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,25.553979873657227,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018903,,SAMN18389709,SRS8518412,58619750.0,97375.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,31.64860343933105,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018902,,SAMN18389710,SRS8518413,51420432.0,85416.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,27.97343921661377,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018901,,SAMN18389711,SRS8518414,47587498.0,79049.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,25.80753803253174,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018900,,SAMN18389712,SRS8518415,49427210.0,82105.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,26.452001571655277,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018899,,SAMN18389713,SRS8518416,52583496.0,87348.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,27.9988374710083,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018898,,SAMN18389714,SRS8518417,55388214.0,92007.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,30.86384677886963,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14051788,,SAMN18446174,SRS8555639,965557848.0,10495194.0,2022-04-01 00:18:59,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,295.79162216186523,NCBI,2022-04-01 00:18:59,2022,False,False,False,True,False
SRR14051787,,SAMN18446175,SRS8555640,201051305.0,2209355.0,2022-04-01 00:18:59,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,61.86056518554688,NCBI,2022-04-01 00:18:59,2022,False,False,False,True,False
SRR14051786,,SAMN18446176,SRS8555641,711110094.0,7565001.0,2022-04-01 00:18:59,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,216.80889320373532,NCBI,2022-04-01 00:18:59,2022,False,False,False,True,False
SRR14051785,,SAMN18446177,SRS8555642,1084613058.0,11662506.0,2022-04-01 00:18:59,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,327.5080156326294,NCBI,2022-04-01 00:18:59,2022,False,False,False,True,False
SRR14051745,,SAMN18446212,SRS8555682,255419905.0,3414844.0,2022-04-01 00:19:00,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,90.20130825042725,NCBI,2022-04-01 00:19:00,2022,False,False,False,True,False
SRR14051744,,SAMN18446213,SRS8555683,412975968.0,5476033.0,2022-04-01 00:19:00,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,145.64562129974365,NCBI,2022-04-01 00:19:00,2022,False,False,False,True,False
SRR14051742,,SAMN18446214,SRS8555685,193935258.0,2565283.0,2022-04-01 00:19:00,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,65.89790058135986,NCBI,2022-04-01 00:19:00,2022,False,False,False,True,False
SRR14051730,,SAMN18446225,SRS8555698,767490033.0,10375781.0,2022-04-01 00:19:00,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,268.1155118942261,NCBI,2022-04-01 00:19:00,2022,False,False,False,True,False
SRR14051609,,SAMN18446334,SRS8555818,171476352.0,1190808.0,2022-04-01 00:19:02,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx melampygus,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,58.84172153472901,NCBI,2022-04-01 00:19:02,2022,False,False,False,True,False
SRR14051608,,SAMN18446335,SRS8555819,174616416.0,1212614.0,2022-04-01 00:19:02,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx melampygus,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,59.79093933105469,NCBI,2022-04-01 00:19:02,2022,False,False,False,True,False
SRR14051538,,SAMN18446130,SRS8555890,335490512.0,3646636.0,2022-04-01 00:19:03,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,100.44617366790771,NCBI,2022-04-01 00:19:03,2022,False,False,False,True,False
SRR14051537,,SAMN18446131,SRS8555889,277536623.0,3049853.0,2022-04-01 00:19:03,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,83.09359169006348,NCBI,2022-04-01 00:19:03,2022,False,False,False,True,False
SRR14051536,,SAMN18446132,SRS8555891,388651148.0,4224469.0,2022-04-01 00:19:03,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,116.62755489349364,NCBI,2022-04-01 00:19:03,2022,False,False,False,True,False
SRR14051535,,SAMN18446133,SRS8555892,548167740.0,5958345.0,2022-04-01 00:19:03,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,163.52869319915771,NCBI,2022-04-01 00:19:03,2022,False,False,False,True,False
SRR14051533,,SAMN18446134,SRS8555893,233307620.0,2563820.0,2022-04-01 00:19:03,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Caranx ignobilis,University of Alaska Fairbanks,University of Alaska Fairbanks,University of Alaska Fairbanks,Saudi Arabia: Al Lith,70.08441257476807,NCBI,2022-04-01 00:19:03,2022,False,False,False,True,False
SRR14018906,,SAMN18389718,SRS8518409,45783906.0,76053.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,25.016676902771,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018907,,SAMN18389717,SRS8518408,53214392.0,88396.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,28.542601585388184,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018908,,SAMN18389716,SRS8518407,52101294.0,86547.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,27.75574207305908,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR14018909,,SAMN18389715,SRS8518406,54235986.0,90093.0,2021-03-21 09:55:19,ILLUMINA,Illumina Genome Analyzer,RNA-Seq,METAGENOMIC,aquatic metagenome,King Abdullah University of Science and technology,King Abdullah University of Science and technology,KAUST,Saudi Arabia,29.531753540039062,NCBI,2021-03-21 09:55:19,2021,True,False,False,False,False
SRR13975162,,SAMN18292397,SRS8471747,369782390.0,1224445.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites fontanesii,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,171.82218647003174,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13975161,,SAMN18292398,SRS8471748,917500764.0,3038082.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites rus,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,432.7572011947632,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
SRR13975159,,SAMN18292399,SRS8471750,488945248.0,1619024.0,2021-07-01 00:55:15,ILLUMINA,Illumina HiSeq 4000,RAD-Seq,GENOMIC,Porites annae,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,KAUST,Saudi Arabia,225.5366334915161,NCBI,2021-07-01 00:55:15,2021,True,False,False,True,False
